,numeric,text,with_missing,label
812,-14.155188,bar,,b
813,16.296113,foo,1.430568,b
814,10.524011,foo,3.113102,b
815,-1.484054,bar foo,3.864209,a
816,-5.496981,bar,2.37225,a
817,-1.879039,,3.020922,b
818,-12.019367,foo bar,1.638671,b
819,-4.707856,foo bar,1.391221,b
820,7.631605,bar foo,3.722109,a
821,-18.076213,,2.672856,b
822,-3.140744,bar,1.687315,a
823,1.13756,foo,2.526621,b
824,1.03568,foo bar,3.604434,a
825,-11.78937,bar,3.551232,a
826,-11.821529,bar foo,4.047734,b
827,10.891654,foo,2.496003,b
828,-12.245291,bar foo,2.372563,b
829,10.08651,foo,3.330881,b
830,-4.823653,foo,4.000096,b
831,10.797964,foo bar,2.625441,a
832,-4.210785,bar foo,,b
833,-11.664713,bar,2.66653,a
834,8.565549,bar,5.037452,a
835,-0.173912,foo bar,,a
836,14.485766,,4.534835,a
837,8.922001,foo,,b
838,-2.294266,foo,4.223173,b
839,-4.496676,bar,,a
840,0.233723,bar,2.546657,a
841,1.9021,,2.09123,b
842,-8.817485,bar foo,2.071878,b
843,8.419396,,3.681756,a
844,-3.973635,bar foo,3.460309,b
845,-4.230277,bar foo,,a
846,-5.406883,foo bar,2.973416,b
847,2.310173,foo bar,2.128719,a
848,-6.920526,bar foo,2.867433,b
849,1.349701,bar foo,,a
850,27.666031,bar foo,2.092408,a
851,-0.536095,,,b
852,-4.340047,foo bar,2.538553,a
853,-16.676892,,1.472431,b
854,0.502219,foo bar,,a
855,-11.092309,foo,,b
856,-3.755581,foo,2.535172,b
857,1.516076,bar,,a
858,-17.309894,foo bar,2.212789,b
859,1.574628,foo bar,3.942553,a
860,3.045152,bar foo,2.551498,a
861,-12.971,bar,2.906411,a
862,-3.923092,foo,4.884547,b
863,-18.306664,foo,4.135791,b
864,15.755009,,3.086185,a
865,3.305633,foo,2.346009,b
866,-1.795885,,3.026886,b
867,-1.634358,,4.64961,b
868,11.314436,,5.172051,a
869,-0.941656,foo,,b
870,3.308168,foo bar,4.444245,a
871,15.186296,bar foo,1.422172,a
872,-3.461671,bar foo,3.588206,b
873,-10.926353,,3.374366,b
874,-8.245006,foo bar,4.041097,b
875,14.286638,bar,2.167591,a
876,0.914283,foo,3.146017,b
877,-5.023313,foo,1.13824,b
878,9.736444,bar foo,2.369935,a
879,9.979574,,2.982996,a
880,-4.756478,foo bar,,b
881,-9.719368,foo bar,5.791971,a
882,-15.705286,foo,2.490605,b
883,-17.938889,foo bar,,b
884,-2.649865,foo bar,1.847998,a
885,-8.931959,foo,,b
886,18.584744,foo bar,3.898355,a
887,0.585378,foo bar,3.905453,a
888,-19.421495,bar foo,1.624559,b
889,14.187293,foo,1.310209,b
890,1.617103,,2.364118,b
891,7.049795,,,b
892,6.820348,bar foo,1.511859,a
893,2.965566,foo,3.681797,b
894,5.233426,bar foo,3.131427,a
895,2.387607,,2.698183,b
896,-11.063859,foo,2.395398,b
897,3.667322,foo,3.244982,b
898,10.239055,bar foo,2.689205,a
899,-2.100564,foo,2.60068,b
900,5.513022,foo,2.79246,b
901,4.195891,foo bar,4.111622,a
902,18.156521,,3.212841,a
903,-2.527503,bar,,a
904,-2.920042,bar foo,4.382579,a
905,-1.169317,foo bar,2.731852,a
906,-1.023911,foo,4.432838,b
907,-22.726177,bar,,b
908,-6.426098,foo,3.531149,b
909,2.998851,bar,2.676897,a
910,-0.082565,bar foo,2.931504,a
911,-7.993392,bar foo,,b
912,-6.647793,foo,2.704613,b
913,-3.556131,,2.299409,b
914,-8.015718,foo,3.402852,b
915,-5.130506,bar,2.175232,a
916,-5.393901,foo bar,3.536558,a
917,8.953708,,5.347066,a
918,10.163913,bar,1.444959,a
919,9.335851,,0.627879,b
920,4.267018,,,b
921,-7.083225,bar foo,3.743297,b
922,9.598304,,2.28884,a
923,-3.142506,bar foo,3.577481,a
924,0.230522,foo bar,,a
925,13.382205,,2.748922,b
926,0.839929,foo bar,3.884768,a
927,2.47284,foo,0.730498,b
928,-14.127795,,3.834533,b
929,4.870093,,3.799303,b
930,-9.800066,bar,,a
931,10.119397,foo,4.003537,b
932,-1.845992,,4.440963,b
933,-22.361688,foo,4.932821,b
934,-3.580201,foo,4.941249,b
935,-2.280345,bar foo,3.055526,a
936,4.854752,,2.858783,b
937,6.705124,bar,2.921899,a
938,-3.277642,foo bar,0.32551,b
939,10.128682,,3.698157,b
940,-31.670553,bar foo,5.349356,b
941,-7.13989,foo,3.565834,b
942,-11.123643,,1.578521,b
943,-12.541835,bar,,a
944,9.597064,foo bar,2.061574,a
945,8.291704,bar foo,4.657052,a
946,-7.7577,,3.502394,b
947,11.78057,,3.638129,a
948,1.014669,,3.35353,b
949,-4.216841,,1.888521,b
950,-6.929228,foo,2.056089,b
951,-7.782717,,3.680738,b
952,4.727749,foo,3.086212,b
953,6.501549,bar foo,,a
954,2.385012,bar foo,3.786027,a
955,-20.502177,,,b
956,2.963587,foo,3.006392,b
957,5.653966,foo,2.684035,b
958,-6.692056,foo,4.365792,b
959,0.432505,bar foo,2.804268,a
960,-18.638843,bar foo,2.386178,b
961,-12.299691,foo bar,1.461496,b
962,-3.242353,bar foo,2.508801,a
963,-3.097511,bar,4.867001,a
964,3.516794,,4.163805,b
965,-11.869254,,3.119365,b
966,-3.412061,bar foo,2.994126,a
967,-4.897798,foo,,b
968,5.280105,,3.102301,b
969,14.210428,bar foo,,a
970,17.209203,foo bar,3.144292,a
971,-15.6844,bar,3.17551,b
972,-0.480142,bar,3.012904,a
973,-11.125293,foo bar,3.25745,b
974,-0.64745,bar foo,2.307099,a
975,4.229193,,3.155072,b
976,0.814909,bar foo,1.396721,a
977,-0.490117,bar foo,,a
978,14.830392,bar,,a
979,7.209894,foo bar,3.602538,a
980,-2.726545,bar,,a
981,0.242114,foo,3.440198,b
982,8.708978,bar,,a
983,6.097905,bar foo,5.420233,a
984,-4.250761,foo bar,2.706856,a
985,-17.752428,foo bar,2.356269,b
986,-11.846575,,,b
987,1.459792,foo,3.198426,b
988,-17.865269,foo,,b
989,-1.523945,foo,3.812554,b
990,-4.535692,bar foo,,a
991,9.992528,,3.726935,b
992,-13.180438,foo,,b
993,-19.31769,,4.227372,b
994,-4.196407,bar,2.721187,a
995,6.347631,foo,3.140256,b
996,10.699186,bar,,a
997,-9.09327,,4.132525,b
998,4.702637,foo bar,,a
999,-11.114304,foo bar,1.963396,b
