Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8182062640,HEG8695,NY,PAS,12/30/2016,21,4DSD,HYUND,T,36080,14180,14230,20180511,70,70,70,362237,T302,Y,1020A,,K,F,1271,E 28th St,,0,408,d1,,Y,0930A,1100A,BK,,2016,,0,40 3,21-No Parking (street clean),,,
4625199165,FTX1241,NY,PAS,10/17/2016,36,4DSD,LEXUS,V,0,0,0,0,,0,0,0,,,1128A,,BK,,,EB LINDEN BLVD @ HEM,LOCK ST,0,1180,B,T,,,,WH,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7931532685,61429JX,NY,COM,09/15/2016,16,PICK,FORD,T,25490,14310,25890,20170731,7,7,7,357068,T101,M,0813A,0731A,NY,F,110,Madison St,,20160915,408,k2,,Y,0700A,0400P,WH,,2016,,0,G 10,16-No Std (Com Veh) Com Plate,,,
7238367439,HGL6490,NY,PAS,7/6/2016,70,SUBN,VOLKS,T,35530,14580,14630,20160622,61,61,61,362171,T302,O,1158A,,K,O,2083,E 16th St,,0,408,j3,,YYYYYYY,,,GREY,,2016,,0,34 3,70A-Reg. Sticker Expired (NYS),,,
1417888015,35216MB,NY,COM,12/7/2016,46,DELV,FRUEH,P,29090,19290,19310,0,25,25,25,958033,25,0,0205P,,NY,F,324,PLEASANT AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BROWN,0,2012,-,0,,,,,
8246544470,RPN23B,NJ,PAS,10/19/2016,16,SUBN,TOYOT,T,15350,29390,16850,88888888,1,1,1,363555,T105,C,0418P,,NY,F,178,Church St,,0,408,k2,,YYYYY,0400P,0700P,GREY,,0,,0,59,16A-No Std (Com Veh) Non-COM,,,
8329511558,FWM6997,NY,PAS,07/15/2016,14,SUBN,HONDA,T,18540,24790,24840,20180619,103,103,103,345435,T402,P,0127P,,Q,O,17302,93rd Ave,,0,408,c,,YYYYYYY,,,BL,,2005,,0,CC1,14-No Standing,,,
8421014043,GYR3939,NY,OMS,08/22/2016,21,SUBN,FORD,T,36650,10610,10810,20170930,32,32,32,362579,T103,T,1005A,,NY,F,259,W 144th St,,0,408,d1,,Y  Y,0930A,1100A,BK,,2015,,0,01 7,21-No Parking (street clean),,,
8490053832,GGM7056,NY,PAS,12/8/2016,46,SUBN,TOYOT,T,28830,56825,14230,20170619,70,70,70,361284,T302,N,1203P,,K,F,1624,Coney Island Ave,,0,408,f1,,,,,BL,,2008,,0,08 3,46A-Double Parking (Non-COM),,,
8373007040,GTA6857,NY,PAS,08/27/2016,70,4DSD,TOYOT,T,18140,0,0,20180826,103,103,103,362587,T402,B,1017A,,Q,I,N,90th Ave,60ft E/of Parsons Bl,0,408,j3,,,,,GR,,1998,,0,15 4,70B-Impropr Dsply of Reg (NYS),,,
8301516239,HBN2810,NY,PAS,7/9/2016,21,4DSD,HONDA,T,36420,27120,27150,20170729,46,46,46,363508,T201,H,0757A,,BX,F,2268,Grand Concourse,,0,408,d1,,Y,0730A,0800A,BK,,2012,,0,03 2,21-No Parking (street clean),,,
7498848510,2HFJ2,NJ,PAS,07/22/2016,51,MCC,YAMAH,T,68290,16290,16490,88888888,110,110,110,340094,T740,E,0750A,,Q,F,78-10,Woodside Ave,,0,408,e3,,,,,LAVEN,,0,,0,01 6,51-Sidewalk,,,
7639111950,GRN1750,NY,PAS,09/20/2016,70,SUBN,MAZDA,T,12740,12940,11240,20180528,104,104,104,356322,T402,P,0406P,,Q,F,53-47,61st St,,0,408,j3,,,,,GY,,2015,,0,C 42,70B-Impropr Dsply of Reg (NYS),,,
8034435995,GRZ8604,NY,PAS,08/30/2016,70,4DSD,CHEVR,T,77150,53720,28800,20160810,47,47,47,363511,T201,I,0127P,,BX,O,4450,White Plains Rd,,0,408,j3,,YYYYYYY,,,BL,,2005,,0,18 2,70A-Reg. Sticker Expired (NYS),,,
7619864775,GJA2775,NY,OMS,10/4/2016,70,SUBN,GMC,T,44120,9320,7720,20160930,47,47,47,361051,T201,R,0351P,,BX,O,2960,Kingsland Ave,,0,408,j3,,YYYYYYY,,,BK,,2016,,0,47 2,70A-Reg. Sticker Expired (NYS),,,
8493006567,60358JR,NY,COM,12/28/2016,46,VAN,INTER,T,10210,18830,18850,88888888,19,19,19,355113,T103,D,0335P,,NY,F,1666,3rd Ave,,0,408,F1,,,,,BROWN,,2005,,0,CC1,46B-Double Parking (Com-100Ft),,,
1416304630,N39GMU,NY,PAS,12/16/2016,40,SDN,ME/BE,P,94430,69130,80830,0,70,70,70,938645,70,0,0826A,,K,F,20,WOODRUFF AVE,,0,408,E5,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
4626384900,HGF4220,NY,PAS,11/4/2016,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0908A,,BK,,,NB RALPH AVE @ BEVER,LEY RD,0,1180,B,T,,,,RD,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7077025482,39032MG,NY,COM,8/5/2016,14,VAN,FRUEH,T,16890,8790,61090,20161031,115,115,115,357347,T401,R,0515P,,Q,F,37-21,82nd St,,0,408,c,,YYYYYYY,,,YW,,2012,,0,51-A,14-No Standing,,,
8122517821,XW770A,NJ,PAS,08/16/2016,14,VAN,FORD,T,11010,34210,34230,20160088,10,10,10,345058,T102,C,0918A,,NY,F,210,10th Ave,,0,408,c,,YYYYY,0700A,1000A,WHITE,,0,,0,99 6,14-No Standing,,,
4624182947,GDR5921,NY,PAS,09/27/2016,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0239P,,QN,,,NB WOODHAVEN BLVD @,65TH AVE,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8328013710,15634MH,NY,COM,11/1/2016,71,VAN,CHEVR,T,25390,17870,17890,20171031,14,14,14,346192,T106,D,0745A,,NY,F,350,Madison Ave,,0,408,j6,,YYYYYYY,,,BL,,2016,,0,01 6,71A-Insp Sticker Expired (NYS),,,
8054546944,A41FCP,NJ,PAS,08/25/2016,46,SUBN,JEEP,T,25390,18930,18950,88888888,23,23,23,362283,T103,Q,0154P,,NY,F,1425,Madison Ave,,0,408,f1,,,,,WHITE,,0,,0,26 7,46A-Double Parking (Non-COM),,,
7805861031,FXB4390,NY,PAS,12/12/2016,14,4DSD,HYUND,T,40930,0,0,20180319,63,63,63,349483,T302,D,0228P,,K,I,W,Flatbush Ave,30ft S/of Avenue T,0,408,c,,YYYYYYY,,,BL,,2015,,0,08 3,14-No Standing,,,
7061972828,2208624,IN,PAS,07/25/2016,14,TRAC,STERL,T,34650,10610,30550,20160088,14,14,14,346109,T106,A,0824A,,NY,O,200,W 44th St,,0,408,c,,YYYYYYY,,,WHITE,,0,,0,G 17,14-No Standing,,,
7040713755,HJV3852,PA,PAS,12/23/2016,21,4DSD,HONDA,T,5880,6230,6330,20151088,78,78,78,361330,T302,G,1157A,,K,F,1106,8th Ave,,0,408,d1,,Y,1130A,0100P,BLUE,,0,,0,59 3,21-No Parking (street clean),,,
7073464422,FXX6538,NY,PAS,11/2/2016,40,SUBN,CHEVR,T,60810,0,0,20180520,102,102,102,356510,T803,AA,1053P,,Q,I,S,Rockaway Blvd,30ft W/of 79th St,0,408,e2,,YYYYYYY,,,BK,,2007,,0,C 42,40-Fire Hydrant,,,
8412015976,HET3270,NY,PAS,10/18/2016,37,4DSD,NISSA,T,17290,23390,10210,20180210,13,13,13,355231,T102,J,0114P,1243P,NY,O,145,E 15th St,,0,408,h1,,Y,0830A,0700P,BL,,2010,145-3193,0,09 6,37-Expired Muni Meter,,,
5094166815,T633593C,NY,OMT,11/2/2016,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0940P,,MN,,,WEST ST (S/B) @ W HO,USTON ST,0,1111,D,T,,,,GY,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
1399920972,GKZ5593,NY,PAS,09/25/2016,93,P-U,TOYOT,P,0,40404,40404,20171107,45,45,45,947304,45,0,1245A,,BX,O,620,BAYCHESTER,,0,408,K6,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
8147540784,7S0V212,CA,PAS,9/1/2016,51,SUBN,KIA,T,0,0,0,20170688,94,94,94,350410,T301,O,0352P,,K,I,N,Kent St,145ft E/of McGuinnes,0,408,e3,,,,,BLACK,,0,,0,S 31,51-Sidewalk,,,
8224033867,383TS7,MA,PAS,10/29/2016,37,4DSD,FORD,T,13040,0,0,20170788,112,112,112,358646,T402,H,0315P,0306P,Q,I,E,63rd Dr,50ft N/of Queens Blv,0,408,h1,,Y,0900A,0700P,RED,,0,417-3105,0,01 4,37-Expired Muni Meter,,,
8155084425,XCGJ39,NJ,PAS,11/9/2016,20,VAN,NISSA,T,73490,42730,54130,88880001,88,88,88,355161,T301,O,0201P,,K,F,98,Rockwell Pl,,0,408,d,,YYYYY,0800A,0600P,WHITE,,0,,0,A 31,20A-No Parking (Non-COM),,,
1415678649,GJB3402,NY,PAS,12/4/2016,27,SUBN,HYUND,P,53935,34330,56630,20170802,73,73,73,950102,73,0,0607P,,K,F,417,JUNIUS ST,,0,408,J2,,BBBBBBB,ALL,ALL,BLUE,0,2007,-,0,,,,,
7061970856,EGL9149,NY,PAS,7/10/2016,46,4DSD,ME/BE,T,34330,13610,10510,20180401,13,13,13,356304,T102,I,0236P,,NY,F,38,W 28th St,,0,408,f1,,,,,WH,,2016,,0,99 6,46A-Double Parking (Non-COM),,,
8473858803,T660251C,NY,OMT,11/11/2016,38,SUBN,FORD,T,28830,32930,6880,20161130,70,70,70,332073,T302,L,0808A,,K,F,876,Coney Island Ave,,0,408,h1,,Y,0800A,0700P,GR,,2010,,0,F 32,38-Failure to Display Muni Rec,,,
8079067892,AD36273,CT,PAS,12/13/2016,20,4DSD,NISSA,T,0,40404,40404,20160088,28,28,28,346020,T103,AA,0732A,,NY,F,2230,Frederick Douglass B,,0,408,d,,YYYYYYY,,,RED,,0,,0,CC3,20A-No Parking (Non-COM),,,
7494549201,GRA5803,NY,PAS,08/13/2016,70,SUBN,LINCO,T,13130,73350,12830,20160709,75,75,75,354093,T301,O,0847A,,K,O,80,Ashford St,,0,408,j3,,YYYYYYY,,,RD,,1998,,0,C 31,70A-Reg. Sticker Expired (NYS),,,
1414105757,T697242C,NY,OMT,10/8/2016,17,SUBN,CHEVR,P,44890,10510,14010,20170430,1,1,1,935669,1,0,0340A,,NY,F,281,WEST BROADWAY,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,2015,-,0,,,,,
8472353175,HHC5076,NY,PAS,10/1/2016,37,SUBN,NISSA,T,12520,13610,15350,20180517,1,1,1,361901,T105,E,0602P,0506P,NY,F,5,Barclay St,,0,408,h1,,Y,0900A,0700P,WH,,2011,111-3045,0,41,37-Expired Muni Meter,,,
8431500220,DXY2021,NY,PAS,08/25/2016,46,4DSD,TOYOT,T,27090,13110,20290,20170813,34,34,34,351262,T103,K,1103A,,NY,F,31,Nagle Ave,,0,408,f1,,,,,GREY,,2005,,0,C 77,46A-Double Parking (Non-COM),,,
1413857152,62704ME,NY,COM,08/25/2016,14,VAN,CHEVR,P,10420,14820,9320,20180331,49,49,49,959436,49,0,0117A,,BX,F,2860,BARKER AVE,,0,408,E5,,BBBBBBB,ALL,ALL,BL,0,2014,-,0,,,,,
8277052832,GJT3299,NY,PAS,11/20/2016,26,2DSD,FIAT,T,25630,0,0,20170824,1,1,1,362224,T105,C,1229P,,NY,I,S,Maiden Ln,30ft E/of Front St,0,408,c7,,YYYYYYY,,,RD,,2016,,0,16,26-No Stnd (for-hire veh only),,,
8133031680,HBN5539,NY,PAS,08/22/2016,38,4DSD,CHEVR,T,27270,12020,22320,20171126,48,48,48,361796,T201,F,1125A,,BX,F,703,E 187th St,,0,408,h1,,Y,0800A,0700P,GR,,1997,,0,57 2,38-Failure to Display Muni Rec,,,
8037026991,FWB4626,NY,PAS,07/23/2016,37,4DSD,ACURA,T,76330,88830,77030,20171130,61,61,61,363119,T302,K,0213P,1200P,K,F,1725,Sheepshead Bay Rd,,0,408,h1,,Y,0830A,0700P,GREY,,2014,334-3031,0,46 3,37-Expired Muni Meter,,,
8344009870,ELL1739,NY,PAS,09/14/2016,38,SUBN,ME/BE,T,22080,40404,40404,20161030,60,60,60,361332,T302,F,1018A,,K,O,624,Brighton 7th St,,0,408,h1,,Y,0900A,0700P,PR,,2015,,0,41 3,38-Failure to Display Muni Rec,,,
7003934930,GTD8431,NY,PAS,10/14/2016,38,SUBN,TOYOT,T,0,40404,40404,20180811,109,109,109,363032,T401,Q,1110A,,Q,I,,Flushing Lot #3,,0,408,h1,,Y,0800A,1000P,GY,,2014,,0,50-A,38-Failure to Display Muni Rec,,,
8072526893,30935JY,NY,COM,09/22/2016,38,VAN,FORD,T,11710,35710,35730,20170331,20,20,20,359632,T103,Q,0301P,,NY,F,772,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,WH,,2009,,0,44 7,38-Failure to Display Muni Rec,,,
7155996737,60349JR,NY,COM,11/3/2016,14,VAN,INTER,T,34690,10810,10910,88888888,18,18,18,355640,T506,B,1044A,,NY,F,323,W 46th St,,0,408,c,,YYYYYYY,,,BROWN,,2005,,0,07 6,14-No Standing,,,
7707051725,T686891C,NY,OMT,08/30/2016,20,SUBN,TOYOT,T,67030,14030,14080,20161130,63,63,63,361373,T302,E,1236P,,K,O,2294,Nostrand Ave,,0,408,d,,YYYYY,0700A,0700P,BK,,2016,,0,18 3,20A-No Parking (Non-COM),,,
8119081389,77028MG,NY,COM,10/5/2016,53,TRAC,VOLVO,T,10910,34070,34090,20170430,10,10,10,357783,T102,I,1252P,,NY,F,76,9th Ave,,0,408,f6,,,,,GREEN,,2016,,0,D 17,53-Safety Zone,,,
4624486158,HDV5325,NY,PAS,09/30/2016,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0143P,,BK,,,NB PENNSYLVANIA AVE,@ HORNELL LOOP,0,1180,B,T,,,,TN,,1996,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8205533696,GCD5136,NY,PAS,11/22/2016,38,SUBN,TOYOT,T,65490,8440,8440,20180829,109,109,109,357359,T401,J,1251P,,Q,F,34-10,Union St,,0,408,h1,,Y,0900A,0700P,GR,,2012,,0,01 4,38-Failure to Display Muni Rec,,,
1402825079,HDD4046,NY,PAS,11/5/2016,40,SDN,ME/BE,P,23180,7300,0,20180204,105,105,105,928760,105,0,0046A,,Q,O,,149 PL,25 ST,0,408,J2,,BBBBBBB,ALL,ALL,BL,0,2008,-,0,,,,,
8188090360,HLM3576,NY,PAS,10/17/2016,20,4DSD,SCION,T,24465,0,0,20161103,63,63,63,357726,T302,H,0111P,,K,I,S,Campus Rd,30ft E/of Bedford Av,0,408,d,,Y,0700A,0700P,WHITE,,0,,0,17 3,20A-No Parking (Non-COM),,,
8490057060,GVG5820,NY,PAS,12/20/2016,21,SUBN,VOLKS,T,74210,16330,6880,20170109,62,62,62,361284,T302,N,1147A,,K,O,51,Rutherford Pl,,0,408,d1,,Y,1130A,0100P,BK,,2015,,0,06 3,21-No Parking (street clean),,,
4627079084,ADD5120,NY,PAS,11/18/2016,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0141P,,BK,,,NB OCEAN PKWY @ AVE,S,0,1180,B,T,,,,BK,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8379004115,HBZ7241,NY,PAS,10/5/2016,20,SUBN,KIA,T,27150,7520,41320,20171013,48,48,48,363539,T201,A,1107A,,BX,O,625,E 183rd St,,0,408,d,,Y,0800A,0600P,WH,,2011,,0,08 2,20A-No Parking (Non-COM),,,
4623298784,DPJ4181,NY,PAS,09/13/2016,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0144P,,BK,,,EB LINDEN BLVD @ VER,MONT ST,0,1180,B,T,,,,GY,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4623433778,HGE6683,NY,PAS,09/15/2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1214P,,QN,,,SB SPRINGFIELD BLVD,@ 143RD AVE,0,1180,B,T,,,,GY,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4623100753,GJP1706,NY,PAS,9/9/2016,36,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0934A,,QN,,,EB BEACH CHANNEL DR,@ BEACH 104TH ST,0,1180,B,T,,,,GY,,2005,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8289035378,84979MG,NY,COM,09/17/2016,84,VAN,ISUZU,T,34570,0,0,20171231,14,14,14,363141,T106,M,0645A,,NY,I,S,W 40th St,130ft E/of 6th Ave,0,408,k7,,,,,WH,,2015,,0,22 6,84-Platform lifts in low posit,,,
7040702940,HFN3564,NY,PAS,10/29/2016,40,4DSD,TOYOT,T,14580,35180,28830,20161117,61,61,61,361811,T302,C,0304P,,K,F,919,Avenue T,,0,408,e2,,YYYYYYY,,,RD,,2014,,5,33 3,40-Fire Hydrant,,,
8150075525,GXF5484,NY,PAS,10/11/2016,46,4DSD,TOYOT,T,27130,56230,81050,20170315,75,75,75,337785,T301,Y,1000A,,K,F,901,Cleveland St,,0,408,f1,,,,,GY,,2015,,0,W 31,46A-Double Parking (Non-COM),,,
7813942012,T644780C,NY,OMT,07/26/2016,40,4DSD,LINCO,T,8740,0,0,20161130,114,114,114,357359,T401,J,0442P,,Q,I,N,36th St,10ft E/of 31st Ave,0,408,e2,,YYYYYYY,,,BLACK,,2012,,0,52-P,40-Fire Hydrant,,,
4006587144,WRD9065,VA,PAS,10/28/2016,5,2CV,BMW,V,0,40404,40404,0,,0,0,0,,,0710A,,BK,,,NB UTICA AVE @ AVE L,,0,1111,C,T,,,,LBL,,2003,,0,,BUS LANE VIOLATION,,,
4006396247,GYV7268,NY,PAS,09/20/2016,5,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,0730A,,BX,,,SB WEBSTER AVE @ E 2,04TH ST,0,1111,C,T,,,,GY,,2005,,0,,BUS LANE VIOLATION,,,
7924511829,PRZ9815,MN,PAS,9/7/2016,84,REFG,FRUEH,T,24890,17590,17610,20170288,13,13,13,346181,T501,A,1116A,,NY,F,175,Lexington Ave,,0,408,k7,,,,,WHITE,,0,,0,01 6,84-Platform lifts in low posit,,,
8059037638,GXB2477,NY,PAS,9/11/2016,40,4DSD,HONDA,T,10210,18050,18070,20170514,17,17,17,330001,T503,B1,1033A,,NY,O,885,3rd Ave,,0,408,e2,,YYYYYYY,,,GREY,,1999,,0,17 7,40-Fire Hydrant,,,
8324529433,GRA4328,NY,PAS,11/28/2016,40,4DSD,HONDA,T,31190,36870,36910,20180605,30,30,30,355180,T103,A,0633A,,NY,F,938,St Nicholas Ave,,0,408,e2,,YYYYYYY,,,GY,,2004,,7,CCC,40-Fire Hydrant,,,
7103579532,EXE5914,NY,PAS,09/15/2016,37,SUBN,HONDA,T,14810,28990,59990,20180529,112,112,112,363071,T402,H,0518P,0509P,Q,F,107-16,70th Rd,,0,408,h1,,Y,0900A,0700P,BL,,2010,405-3013,0,10 4,37-Expired Muni Meter,,,
8072018000,FNG6129,OH,PAS,8/8/2016,21,SUBN,FORD,T,35310,44990,29690,20170488,20,20,20,358233,T103,K,1117A,,NY,F,325,W 77th St,,0,408,d1,,Y  Y,1100A,1230A,OTHER,,0,,0,47 7,21-No Parking (street clean),,,
8254539030,DRJV26,FL,PAS,9/2/2016,19,SUBN,MAZDA,T,5010,0,0,20170688,72,72,72,361784,T302,J,0443P,,K,I,W,1st Ave,30ft N/of 56th St,0,408,c3,,YYYYYYY,,,WHITE,,0,,0,K 32,19-No Stand (bus stop),,,
8452028842,GFV8221,NY,PAS,12/14/2016,19,SUBN,FORD,T,51790,11090,11240,20170519,110,110,110,363042,T401,M,0650A,,Q,F,53-33,Junction Blvd,,0,408,c3,,YYYYYYY,,,GY,,2005,,0,U 41,19-No Stand (bus stop),,,
8309525539,PF5G4T,MI,PAS,09/15/2016,21,4DSD,KIA,T,32630,60430,24330,88880088,94,94,94,358871,T301,O,1137A,,K,O,196,Diamond St,,0,408,d1,,Y  Y,1130A,0100P,WHITE,,0,,0,S 31,21-No Parking (street clean),,,
8164558515,HGG2700,NY,OMS,11/4/2016,14,4DSD,NISSA,T,17030,19030,15780,20170930,62,62,62,361784,T302,J,0112P,,K,F,95,Bay 38th St,,0,408,c,,YYYYY,,,RD,,2016,,0,W 32,14-No Standing,,,
8399012002,FSW6308,NY,PAS,12/27/2016,21,4DSD,HONDA,T,48830,53950,32130,20171010,76,76,76,357334,T302,A,0955A,,K,F,491,Henry St,,0,408,d1,,Y,0930A,1100A,BLACK,,2015,,0,55 3,21-No Parking (street clean),,,
8058535588,AS902A,NJ,PAS,11/1/2016,46,DELV,NS/OT,T,10010,18290,18310,88888888,19,19,19,363062,T103,BB,1204P,,NY,O,1217,1st Ave,,0,408,F1,,,,,YELLO,,0,,0,30 7,46B-Double Parking (Com-100Ft),,,
4624888017,HEF3514,NY,PAS,10/11/2016,36,4DSD,LEXUS,V,0,0,0,0,,0,0,0,,,0300P,,BX,,,WB E GUN HILL RD @ B,RONXWOOD AVE,0,1180,B,T,,,,GL,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8415011167,HGJ8194,NY,PAS,10/8/2016,71,SUBN,TOYOT,T,27800,17570,17590,20180622,13,13,13,355079,T102,H,0609P,,NY,F,432,Park Ave South,,0,408,j6,,YYYYYYY,,,GY,,2012,,0,32 6,71A-Insp Sticker Expired (NYS),,,
4628147577,AHX5721,NY,PAS,12/13/2016,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,1115A,,BX,,,SB WATER PL. X STATE,HOSP. ENTRNCE- WEST,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1404813639,269EMT,NY,SRF,09/23/2016,38,SDN,INFIN,X,25645,13113,45100,20170408,19,19,977,828296,977,0,0947A,,NY,F,475,MAIN ST,,0,408,I4,,BBBBBBB,ALL,ALL,BL,0,2008,-,0,,,,,
4626827536,T652339C,NY,OMT,11/16/2016,36,4DSD,LINCO,V,0,0,0,0,,0,0,0,,,0832A,,BK,,,SB EASTERN PKWY @ TR,UXTON ST,0,1180,B,T,,,,BK,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1411497946,676VSY,FL,PAS,07/26/2016,40,SDN,TOYOT,P,22490,43360,11640,0,109,109,109,926127,109,0,0220A,,,F,55-36,137 ST,,0,408,F1,,BBBBBBB,ALL,ALL,RD,0,0,-,5,,,,,
8307517023,35975MJ,NY,COM,7/9/2016,35,VAN,CHEVR,T,34750,0,0,20180630,18,18,18,361092,T106,L,0106P,,NY,I,S,W 49th St,5ft W/of 6th Ave,0,408,h8,,Y,0800A,1200A,WHB,,1998,,0,62 6,35-Selling/Offer Merchandise,,,
4626462420,EDN9976,NY,PAS,11/4/2016,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0310P,,BK,,,NB SHORE RD @ 83RD S,T,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7018582039,GMX3574,NY,PAS,11/25/2016,38,4DSD,HONDA,T,29320,73520,69820,20180720,52,52,52,363944,T202,F,0125P,,BX,O,215,E Gun Hill Rd,,0,408,h1,,Y,0830A,0700P,GY,,0,,0,48 2,38-Failure to Display Muni Rec,,,
8169009315,HAX5355,NY,PAS,08/27/2016,37,SUBN,HONDA,T,5880,8780,8830,20170803,66,66,66,363502,T302,K,1242P,1141A,K,F,4421,8th Ave,,0,408,h1,,Y,0830A,0700P,RD,,2013,350-3029,0,43 3,37-Expired Muni Meter,,,
8316519513,EAN6337,NC,PAS,07/14/2016,21,4DSD,MAZDA,T,36730,31190,15910,20160088,30,30,30,345331,T103,A,0911A,,NY,F,407,W 148th St,,0,408,d1,,Y  Y,0900A,1030A,GREY,,0,,0,CCC,21-No Parking (street clean),,,
4626765932,HCZ8768,NY,PAS,11/14/2016,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0124P,,BK,,,EB LINDEN BLVD @ VER,MONT ST,0,1180,B,T,,,,RD,,1993,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8112533120,HDL8825,NY,PAS,10/11/2016,9,4DSD,BMW,T,10210,17730,0,20161221,17,17,17,362635,T106,L,0307P,,NY,X,,3rd Ave,E 37th St,0,408,e1,,,,,BK,,2015,,0,01 6,09-Blocking the Box,,,
4625435699,G95FCZ,NJ,PAS,10/19/2016,36,WAGO,CHRYS,V,0,0,0,0,,0,0,0,,,1241P,,QN,,,EB BEACH CHANNEL DR,@ BEACH 104TH ST,0,1180,B,T,,,,BLK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8034601603,LVV383,NC,PAS,11/18/2016,21,SUBN,CHEVR,T,78050,48020,57320,20161288,49,49,49,363968,T202,I,1212P,,BX,O,2500,Williamsbridge Rd,,0,408,d1,,Y,1130A,0100P,OTHER,,0,,0,15 2,21-No Parking (street clean),,,
7325929675,HDLT75,FL,PAS,11/4/2016,39,2DSD,TOYOT,T,30190,59200,37390,20171201,101,101,101,364834,T402,T,0413P,0210P,Q,O,306,Beach 19th St,,20161104,408,d,,Y,0900A,0700P,BLUE,,0,,0,W 42,39-Overtime PKG-Time Limt Post,,,
4622407711,HDE2953,NY,PAS,07/20/2016,36,2DSD,HONDA,V,0,0,0,0,,0,0,0,,,1102A,,QN,,,WB HILLSIDE AVE @ 23,1ST ST,0,1180,B,T,,,,BK,,0,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8086043563,32444MH,NY,COM,10/28/2016,38,VAN,CHEVR,T,10810,34010,23790,20161231,6,6,6,330198,T101,G,1230P,,NY,F,17,8th Ave,,0,408,h1,,Y,0900A,0700P,GY,,2013,,0,21 1,38-Failure to Display Muni Rec,,,
8432503113,HFS7525,NY,PAS,8/10/2016,24,4DSD,NISSA,T,35590,14510,15710,20180418,24,24,24,356987,T103,I,1106A,,NY,O,44,W 91st St,,0,408,d5,,YYYYYYY,0700A,0400P,GY,,2010,,0,42 7,24-No Parking (exc auth veh),,,
8362014120,HCZ8019,NY,PAS,08/16/2016,21,4DSD,HONDA,T,17140,7240,7790,20180314,115,115,115,359625,T401,Q,1148A,,Q,O,25-20,84th St,,0,408,d1,,Y,1130A,0100P,GR,,2002,,0,34 4,21-No Parking (street clean),,,
1415676215,18726JZ,NY,COM,12/19/2016,46,INTE,MERCU,P,73380,73470,85030,20170331,73,73,73,922311,73,0,1052A,,K,F,230,RIVERDALE AVENUE,,0,408,E5,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
8271071543,23278MD,NY,COM,11/20/2016,14,VAN,GMC,T,67030,42730,49130,20170327,79,79,79,357357,T301,O,0148P,,K,O,540,Nostrand Ave,,0,408,c,,YYYYYYY,,,WH,,2008,,0,N 31,14-No Standing,,,
